MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,Stat准确,Stat敏捷,StatHP,StatMP,Stat攻击速度,Stat幸运,Stat背包负重,Stat腕力负重,Stat装备负重,Stat反弹伤害,Stat强度,Stat神圣,Stat冰冻伤害,Stat毒素伤害,Stat魔法躲避,Stat毒物躲避,Stat生命恢复,Stat法力恢复,Stat中毒恢复,Stat暴击倍率,Stat暴击伤害,Stat最大防御数率,Stat最大魔御数率,Stat最大物理攻击数率,Stat最大魔法攻击数率,Stat最大道术攻击数率,Stat攻击速度数率,Stat生命值数率,Stat法力值数率,Stat吸血数率,Stat经验增长数率,Stat物品掉落数率,Stat金币收益数率,Stat采矿出矿数率,Stat宝石成功数率,Stat钓鱼成功数率,Stat大师概率数率,Stat技能熟练度倍率,Stat攻击增伤,Stat伴侣专享经验数率,Stat师徒专享伤害数率,Stat师徒专享经验数率,Stat伤害降低数率,Stat气功盾恢复数率,Stat气功盾恢复生命值,Stat法力值消耗数率,Stat传送技法力消耗数率,StatHero,
魔芋精灵0,PurpleFaeFlower,466,0,100,1,1600,2000,7,0,12000,False,True,False,False,,0,80,0,80,0,60,0,60,0,0,35,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
独眼鼠,Furball,0,0,100,1,1600,1600,7,0,12000,True,True,False,False,,0,80,0,80,40,60,0,0,0,0,40,30,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
独眼鼠0,Furball,0,0,100,1,1600,1600,7,0,12000,True,True,False,False,,0,80,0,80,40,60,0,0,0,0,40,30,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰蜗牛,GlacierSnail,468,0,100,1,1600,1600,7,0,12000,True,True,False,False,,0,80,0,80,40,60,0,0,0,0,40,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰蜗牛0,GlacierSnail,468,0,100,1,1600,1600,7,0,12000,True,True,False,False,,0,80,0,80,40,60,0,0,0,0,40,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫盗贼,FurbolgWarrior,469,0,100,1,1600,1600,7,0,12000,True,True,True,False,,0,80,0,80,40,60,0,0,0,0,40,30,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫盗贼0,FurbolgWarrior,469,0,100,1,1600,1600,7,0,12000,True,True,True,False,,0,80,0,80,40,60,0,0,0,0,40,30,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫弩弓手,FurbolgArcher,470,0,100,1,1200,1600,7,0,12000,True,True,True,False,,0,80,0,80,40,60,0,0,0,0,40,30,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫弩弓手0,FurbolgArcher,470,0,100,1,1200,1600,7,0,12000,True,True,True,False,,0,80,0,80,40,60,0,0,0,0,40,30,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫角斗士,FurbolgCommander,325,0,100,1,1200,1600,7,0,12000,True,True,True,False,,0,80,0,80,40,60,0,0,0,0,35,20,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫角斗士0,FurbolgCommander,325,0,100,1,1200,1600,7,0,12000,True,True,True,False,,0,80,0,80,40,60,0,0,0,0,35,20,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
大王花精灵,RedFaeFlower,466,0,100,1,1800,2000,7,0,12000,False,True,False,False,,0,80,0,80,40,60,0,0,0,0,40,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
大王花精灵0,RedFaeFlower,466,0,100,1,1800,2000,7,0,12000,False,True,False,False,,0,80,0,80,40,60,0,0,0,0,40,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
鱼叉杀手,FurbolgGuard,473,0,100,1,1200,1600,7,0,12000,True,True,True,False,,0,80,0,80,40,60,0,0,0,0,40,30,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
鱼叉杀手0,FurbolgGuard,473,0,100,1,1200,1600,7,0,12000,True,True,True,False,,0,80,0,80,40,60,0,0,0,0,40,30,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰兽,GlacierBeast,474,0,100,1,1350,1600,7,0,12000,True,True,False,True,,0,80,0,80,0,60,0,0,0,0,40,15,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰兽0,GlacierBeast,474,0,100,1,1350,1600,7,0,12000,True,True,False,True,,0,80,0,80,0,60,0,0,0,0,40,15,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫战士,GlacierWarrior,475,0,100,1,1200,900,7,0,12000,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,30,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫战士0,GlacierWarrior,475,0,100,1,1200,900,7,0,12000,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,30,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫勇士,ShardGuardian,476,0,100,1,2000,1200,7,0,12000,True,True,False,False,,0,80,0,80,20,60,40,80,0,0,50,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫勇士0,ShardGuardian,476,1,100,1,2000,1200,7,0,12000,True,True,False,False,,0,80,0,80,20,60,40,80,0,0,50,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
神秘画轴1,CallScroll,477,0,100,1,3000,2000,7,0,12000,True,True,False,False,,40,80,40,80,40,60,40,60,40,60,40,35,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
神秘画轴2,PoisonScroll,477,1,100,1,3000,2000,7,0,12000,True,True,False,False,,0,80,0,80,40,60,0,0,60,60,40,20,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
神秘画轴3,FireballScroll,477,2,100,1,3000,2000,7,0,12000,True,True,False,False,,40,80,40,80,40,60,40,60,40,60,40,35,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
神秘画轴4,LightningScroll,477,3,100,1,3000,2000,7,0,12000,True,True,False,False,,40,80,40,80,40,60,40,60,40,60,40,35,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫修道者,HoodedSummoner,481,0,100,1,3000,1200,6,0,12000,True,True,False,False,,40,60,40,60,40,60,40,60,0,0,50,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
地宫修道者0,HoodedSummoner,481,0,100,1,3000,1200,6,0,12000,True,True,False,False,,40,60,40,60,40,60,40,60,0,0,50,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰封学者,HoodedIceMage,336,0,80,1,2000,1200,7,0,9600,True,True,False,False,,30,50,30,60,40,100,40,120,0,0,35,35,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰封学者0,HoodedIceMage,336,0,80,1,2000,1200,7,0,9600,True,True,False,False,,30,50,30,60,40,100,40,120,0,0,35,35,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰封贤者,HoodedPriest,336,0,80,1,2000,1200,7,0,12000,True,True,False,False,,30,60,30,80,40,100,40,120,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰封贤者0,HoodedPriest,336,0,80,1,2000,1200,7,0,12000,True,True,False,False,,30,60,30,80,40,100,40,120,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰灵卡伊,ShardMaiden,484,0,100,1,2000,1200,7,0,32000,True,True,False,False,,50,80,50,100,60,120,60,120,0,0,40,35,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰灵卡伊0,ShardMaiden,484,0,255,1,2000,1200,7,0,32000,True,True,False,False,,50,80,50,100,125,255,0,0,0,0,50,35,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
猩猩国王,KingKong,0,0,255,1,2000,1200,7,0,12000,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,50,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
猩猩国王0,KingKong,0,0,255,1,2000,1200,7,0,12000,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,50,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
强化变异熊,WarBear,325,0,65,1,2000,1200,7,0,17955,True,True,False,False,,0,50,0,50,0,50,0,0,0,0,35,20,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
强化变异熊0,WarBear,325,0,65,1,2000,1200,7,0,17955,True,True,False,False,,0,50,0,50,0,50,0,0,0,0,35,20,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
峡谷尼尔术士,ReaperPriest,487,0,100,1,2000,1200,6,0,18000,True,True,False,False,,40,80,40,80,40,60,40,60,40,60,50,30,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
峡谷尼尔术士0,ReaperPriest,487,0,100,1,2000,1200,7,0,18000,True,True,False,False,,40,80,40,80,40,60,40,60,40,60,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
峡谷尼尔道士,ReaperWizard,138,0,100,1,2000,1200,7,0,18000,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
峡谷尼尔道士0,ReaperWizard,138,0,100,1,2000,1200,7,0,18000,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
峡谷尼尔刺客,ReaperAssassin,489,0,65,1,2000,1200,6,0,18000,True,True,False,False,,10,40,10,50,30,50,30,60,30,60,50,35,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
峡谷尼尔刺客0,ReaperAssassin,489,0,65,1,2000,1200,6,0,18000,True,True,False,False,,10,40,10,50,30,50,30,60,30,60,50,35,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异棘蔓草,LivingVines,383,0,255,1,2000,5000,7,0,16445,False,True,False,False,,40,60,40,60,40,60,40,60,0,0,50,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异棘蔓草0,LivingVines,383,0,255,1,2000,5000,7,0,16445,False,True,False,False,,40,60,40,60,40,60,40,60,0,0,50,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
道士高手,BlueMonk,336,0,255,1,2000,1200,7,0,4000,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,50,35,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
道士高手0,BlueMonk,336,0,255,1,2000,1200,7,0,4000,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,50,35,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异多头奥玛,MutantBeserker,138,0,255,1,2000,1200,7,0,18355,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异多头奥玛0,MutantBeserker,138,0,255,1,2000,1200,7,0,18355,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异巨头奥玛,MutantGuardian,336,0,255,1,2000,1200,7,0,34000,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异巨头奥玛0,MutantGuardian,336,0,255,1,2000,1200,7,0,34000,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异项锁奥玛,MutantHighPriest,205,0,255,1,2000,1200,7,0,18335,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异项锁奥玛0,MutantHighPriest,494,0,255,1,2000,1200,7,0,18335,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔法高手,MysteriousMage,336,0,100,1,2000,1200,7,0,4000,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,40,35,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔法高手0,MysteriousMage,336,0,100,1,2000,1200,7,0,4000,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,40,35,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异宠物狐,FeatheredWolf,205,0,100,1,2000,1200,7,0,17955,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异宠物狐0,FeatheredWolf,205,0,100,1,2000,1200,7,0,17955,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
刺客高手,MysteriousAssassin,447,0,255,1,2000,1200,7,0,4000,True,True,False,False,,10,50,20,60,50,100,0,0,0,0,50,30,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
刺客高手0,MysteriousAssassin,447,0,255,1,2000,1200,7,0,4000,True,True,False,False,,10,50,20,60,50,100,0,0,0,0,50,30,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
战士高手,MysteriousMonk,498,0,100,1,2000,1200,7,0,4000,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,35,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
战士高手0,MysteriousMonk,498,0,100,1,2000,1200,7,0,4000,True,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,35,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异食虫草,ManEatingPlant,383,0,100,1,2000,5000,7,0,16445,False,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
变异食虫草0,ManEatingPlant,383,0,100,1,2000,5000,7,0,16445,False,True,False,False,,40,80,40,80,40,60,0,0,0,0,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
毒妖族战士1,HammerDwarf,138,0,100,1,2000,1200,7,0,8000,True,True,False,False,,40,80,40,80,40,60,40,60,40,60,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
毒妖族战士2,HammerDwarf,138,0,100,1,2000,1200,7,0,8000,True,True,False,False,,40,80,40,80,40,60,40,60,40,60,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
毒妖族战士3,HammerDwarf,138,0,100,1,2000,1200,7,0,8000,True,True,False,False,,40,80,40,80,40,60,40,60,40,60,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
毒妖族弓箭手1,ArcherDwarf,21,0,100,1,2000,1200,7,0,8000,True,True,False,False,,40,80,40,80,40,60,40,60,40,60,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
毒妖族弓箭手2,ArcherDwarf,21,0,100,1,2000,1200,7,0,8000,True,True,False,False,,40,80,40,80,40,60,40,60,40,60,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
毒妖族弓箭手3,ArcherDwarf,21,0,100,1,2000,1200,7,0,8000,True,True,False,False,,40,80,40,80,40,60,40,60,40,60,40,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
天尊1,NobleWarrior,502,0,100,1,2000,1200,7,0,30600,False,True,False,False,,50,80,50,80,50,100,50,80,0,0,50,35,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
天尊2,NobleWarrior,502,0,100,1,2000,1200,7,0,30600,False,True,False,False,,50,80,50,80,50,100,50,80,0,0,50,35,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
天尊3,NobleWarrior,502,0,100,1,2000,1200,7,0,30600,False,True,False,False,,50,80,50,80,50,100,50,80,0,0,50,35,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
无极1,NobleArcher,503,0,100,1,2000,1200,7,0,30600,True,True,False,False,,30,80,30,80,30,60,40,60,0,0,35,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
无极2,NobleArcher,503,0,100,1,2000,1200,7,0,30600,True,True,False,False,,30,80,30,80,30,60,40,60,0,0,35,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
无极3,NobleArcher,503,0,100,1,2000,1200,7,0,30600,True,True,False,False,,30,80,30,80,30,60,40,60,0,0,35,25,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
逸仙1,NoblePriest,503,0,100,1,2000,1200,7,0,30600,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,50,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
逸仙2,NoblePriest,503,0,100,1,2000,1200,7,0,30600,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,50,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
逸仙3,NoblePriest,503,0,100,1,2000,1200,7,0,30600,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,50,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
马灵1,NobleAssassin,502,1,100,1,2000,1200,7,0,32500,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,50,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
马灵2,NobleAssassin,0,0,100,1,2000,1200,7,0,32500,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,50,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
马灵3,NobleAssassin,0,0,100,1,2000,1200,7,0,32500,True,True,False,False,,40,80,40,80,40,60,40,60,0,0,50,35,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
